Gene_Name	Gene_Start__bp_	Gene_End__bp_	Chromosome_Name	Strand	Enzyme	EC	RXN	Locally Duplicated	LD_ClusterIds	Stepsize 3, Top 5%	Amines and Polyamines Metabolism	Amino Acids Metabolism	Carbohydrates Metabolism	Cofactors Metabolism	Detoxification Metabolism	Energy Metabolism	Fatty Acids and Lipids Metabolism	Hormones Metabolism	Inorganic Nutrients Metabolism	Nitrogen-Containing Compounds	Nucleotides Metabolism	Phenylpropanoid Derivatives	Polyketides	Primary-Specialized Interface Metabolism	Redox Metabolism	Specialized Metabolism	Sugar Derivatives	Terpenoids	Signature Tailoring Enzyme Class	Signature or Tailoring
estExt_Genemark1.C_120294	1500985	1502617	scaffold_12	-1	0			0	MCL_2682		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120268	1502943	1503666	scaffold_12	1	0			0	MCL_8417		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120296	1504081	1505846	scaffold_12	-1	0			0	MCL_4755		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120269	1506000	1510306	scaffold_12	1	0			0	MCL_977		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.12_#_231	1515743	1519627	scaffold_12	-1	0			0	MCL_127		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120231	1521875	1523839	scaffold_12	-1	0			0	MCL_1566		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.218.1	1524174	1526242	scaffold_12	1	0			0	MCL_1441		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120301	1526306	1529747	scaffold_12	-1	0			0	MCL_8500		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_119	1530069	1531488	scaffold_12	1	0			0	MCL_6251		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120118	1535178	1537001	scaffold_12	1	1	EC-3.1.2.6	RXN-7919	0	MCL_5097	C606	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120236	1537927	1539428	scaffold_12	-1	0			0	MCL_5912	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5854_g	1539644	1540767	scaffold_12	1	0			0	MCL_7726	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120119	1541138	1545218	scaffold_12	-1	1	EC-2.3.1.16, EC-2.3.1.16, EC-2.3.1.16, EC-2.3.1.16	RXN-10700, RXN-10699, RXN-10701, KETOACYLCOATHIOL-RXN	0	MCL_548	C606	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	acyltransferase	tailoring
estExt_Genemark1.C_120307	1545595	1549846	scaffold_12	-1	1	EC-3.6.4.6	ATPASE-RXN	0	MCL_214	C606	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.254.1	1551202	1552634	scaffold_12	-1	1	EC-1.3.3.3	RXN0-1461	0	MCL_1668	C606	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.12.454.1	1553509	1553670	scaffold_12	1	0			0	MCL_2889	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120121	1555085	1558306	scaffold_12	-1	0			0	MCL_1901	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.74.1	1558790	1561688	scaffold_12	1	1	EC-2.7.7.2	FADSYN-RXN	0	MCL_1142	C606	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5860_g	1562943	1566309	scaffold_12	1	0			0	MCL_1835	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_124	1567032	1568896	scaffold_12	-1	1	EC-1.14.11.18	1.14.11.18-RXN	0	MCL_2376	C606	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2ODD	tailoring
fgenesh1_kg.12_#_91_#_0_0_CBOZ2145.b1_CBOZ_CBPA	1569445	1569600	scaffold_12	1	0			0	MCL_2939	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.12_#_92_#_5124_0_CBOZ9797.g1_CBOZ_CBPA	1569944	1571131	scaffold_12	-1	0			0	MCL_2539	C606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.12.180.1	1573906	1575503	scaffold_12	-1	1	EC-2.7.1.20	ADENOSINE-KINASE-RXN	0	MCL_251	C606	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
Genemark1.5862_g	1576811	1592368	scaffold_12	1	1	EC-4.6.1.2	GUANYLCYC-RXN	0	MCL_4646	C606	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
fgenesh1_kg.12_#_94_#_4003_1_CBOZ_CBPA	1592655	1594932	scaffold_12	-1	1	EC-2.7.6.2	THIAMIN-PYROPHOSPHOKINASE-RXN	0	MCL_8459	C606	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
estExt_fgenesh1_pg.C_120247	1595810	1599936	scaffold_12	1	1	EC-2.3.1.234	RXN-14570	0	MCL_8559	C606	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	acyltransferase	tailoring
fgenesh1_pm.12_#_129	1600236	1607109	scaffold_12	1	1	EC-2.7.1.137	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN	0	MCL_493	C606	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120127	1612552	1613749	scaffold_12	-1	0			0	MCL_4851		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120297	1613927	1616947	scaffold_12	1	0			0	MCL_8482		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120300	1617351	1620714	scaffold_12	1	0			0	MCL_2004		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120303	1623294	1629087	scaffold_12	-1	0			0	MCL_3239		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120304	1629883	1631779	scaffold_12	-1	0			0	MCL_1913		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.12_#_99_#_1974_1_CBOZ_CBPA	1632253	1633162	scaffold_12	1	0			0	MCL_8512		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120132	1633206	1634744	scaffold_12	-1	0			0	MCL_3796		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.12_#_101_#_3421_1_CBOZ_CBPA	1635497	1637639	scaffold_12	-1	0			0	MCL_3148		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120252	1637862	1642916	scaffold_12	1	0			0	MCL_2252		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120309	1643644	1644879	scaffold_12	-1	0			0	MCL_3680		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.399.1	1647277	1648423	scaffold_12	1	1	EC-1.13.99.1	MYO-INOSITOL-OXYGENASE-RXN	0	MCL_8460	C607	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
e_gw1.12.193.1	1650260	1653173	scaffold_12	-1	1	EC-3.2.1.1, EC-3.2.1, EC-3.2.1.1, EC-3.2.1.141, EC-3.2.1.1, EC-3.2.1.1	RXN0-5181, RXN-1825, 3.2.1.1-RXN, 3.2.1.141-RXN, ALPHA-AMYL-RXN, RXN-1823	0	MCL_1181	C607	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120136	1654973	1658275	scaffold_12	1	1	EC-2.4.2.10, EC-4.1.1.23	OROPRIBTRANS-RXN, OROTPDECARB-RXN	0	MCL_8509	C607	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	glycosyltransferase	tailoring
e_gw1.12.425.1	1659104	1659542	scaffold_12	1	0			0	MCL_8458	C607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120257	1660173	1662462	scaffold_12	-1	0			0	MCL_700	C607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.368.1	1663676	1664945	scaffold_12	1	0			0	MCL_5516	C607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120322	1665850	1667147	scaffold_12	-1	1	EC-1.14.12.24	RXN-8820	0	MCL_1386	C607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_140	1669052	1670674	scaffold_12	-1	1	EC-6.3.1.14	DIPHTINE--AMMONIA-LIGASE-RXN	0	MCL_2211	C607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5878_g	1671424	1673940	scaffold_12	1	0			0	MCL_7540		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5879_g	1674779	1676393	scaffold_12	1	0			0	MCL_8534		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120262	1678418	1682768	scaffold_12	1	0			0	MCL_750		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5881_g	1683340	1683696	scaffold_12	-1	0			0	MCL_2721		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120263	1684571	1686524	scaffold_12	-1	0			0	MCL_82		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.12_#_265	1688789	1691921	scaffold_12	-1	0			0	MCL_258		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120335	1692522	1694602	scaffold_12	1	0			0	MCL_1703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5885_g	1695553	1695952	scaffold_12	-1	0			0	MCL_8060		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120338	1704821	1707864	scaffold_12	1	0			0	MCL_7635		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.450.1	1710059	1710506	scaffold_12	1	0			0	MCL_8547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.12_#_107_#_4311_1_CBOZ_CBPA	1710643	1712275	scaffold_12	-1	0			0	MCL_228		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.250.1	1713281	1714945	scaffold_12	1	1	EC-2.7.1.184	RXN-15297	0	MCL_251	C608	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_144	1716626	1717037	scaffold_12	1	0			0	MCL_8552	C608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_145	1717204	1719238	scaffold_12	-1	1	EC-2.4.2.29, EC-2.4.2.29	RXN0-1321, QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	0	MCL_5014	C608	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	glycosyltransferase	tailoring
e_gw1.12.334.1	1721620	1723477	scaffold_12	1	1	EC-3.6.3.25	3.6.3.25-RXN	0	MCL_8	C608	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
e_gw1.12.139.1	1728899	1732052	scaffold_12	-1	1	EC-3.6.3.14	ATPSYN-RXN	0	MCL_3235	C608	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
Genemark1.5893_g	1732542	1736173	scaffold_12	1	0			0	MCL_17		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120345	1736284	1738319	scaffold_12	-1	0			0	MCL_1597		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120144	1739484	1740409	scaffold_12	1	0			0	MCL_5409		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_148	1740870	1745993	scaffold_12	-1	0			0	MCL_1653		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5896_g	1746412	1747738	scaffold_12	1	0			0	MCL_883		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_149	1749392	1753019	scaffold_12	1	0			0	MCL_8518		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120147	1753690	1755520	scaffold_12	1	0			0	MCL_357		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120353	1755687	1760883	scaffold_12	-1	1	EC-6.2.1.1	ACETATE--COA-LIGASE-RXN	0	MCL_2956	C609	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1		
fgenesh1_pg.12_#_278	1762600	1764179	scaffold_12	1	0			0	MCL_8507	C609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.401.1	1765580	1766223	scaffold_12	-1	0			0	MCL_8485	C609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.366.1	1768686	1769674	scaffold_12	1	1	EC-2.7.1.33	PANTOTHENATE-KIN-RXN	0	MCL_6136	C609	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.261.1	1770192	1771681	scaffold_12	1	1	EC-3.7.1.17	RXN-12718	0	MCL_1913	C609	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120354	1780850	1783481	scaffold_12	-1	1	EC-2.4.99.18	RXN-16761	0	MCL_6042	C609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glycosyltransferase	tailoring
estExt_Genewise1Plus.C_120363	1783666	1785286	scaffold_12	1	1	EC-1.10.3.9	PSII-RXN	0	MCL_1033	C609	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.12_#_283	1786707	1788479	scaffold_12	-1	0			0	MCL_864		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5906_g	1788946	1791125	scaffold_12	1	0			0	MCL_2011		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5907_g	1791326	1793244	scaffold_12	1	0			0	MCL_704		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5908_g	1794387	1796343	scaffold_12	-1	0			0	MCL_250		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120152	1797063	1798311	scaffold_12	-1	0			0	MCL_1703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120282	1798471	1801334	scaffold_12	1	0			0	MCL_3371		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120366	1801305	1804417	scaffold_12	-1	0			0	MCL_1404		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.162.1	1804636	1806725	scaffold_12	1	0			0	MCL_3824		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5913_g	1807184	1811639	scaffold_12	-1	0			0	MCL_1446		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5914_g	1812124	1813617	scaffold_12	-1	0			0	MCL_8492		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_159	1815641	1816284	scaffold_12	1	0			0	MCL_1279		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.12_#_288	1817233	1820364	scaffold_12	1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120367	1820555	1823732	scaffold_12	-1	1	EC-1.10.3.9	PSII-RXN	0	MCL_1375		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_120368	1824035	1828622	scaffold_12	1	0			0	MCL_1569		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.268.1	1829319	1830918	scaffold_12	-1	1	EC-1.14.99.29	DEOXYHYPUSINE-MONOOXYGENASE-RXN	0	MCL_8432		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.12_#_163	1831240	1832918	scaffold_12	1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.12_#_291	1833924	1835762	scaffold_12	-1	0			0	MCL_8423		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120385	1836093	1838303	scaffold_12	1	0			0	MCL_6620		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_120289	1838414	1840612	scaffold_12	-1	0			0	MCL_3717		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120387	1840757	1841963	scaffold_12	1	0			0	MCL_1241		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.206.1	1842371	1844462	scaffold_12	1	1	EC-3.2.1.22	RXN-12088	0	MCL_5442		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120393	1845519	1847389	scaffold_12	1	1	EC-1.8.7.2	RXN-9944	0	MCL_7523		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5924_g	1848212	1849597	scaffold_12	-1	0			0	MCL_864		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_120166	1850721	1854575	scaffold_12	1	1	EC-1.3.3.6, EC-1.3.3.6	RXN-12518, ACYL-COA-OXIDASE-RXN	0	MCL_3244		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120403	1860005	1862986	scaffold_12	-1	0			0	MCL_64		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.12.410.1	1864920	1865609	scaffold_12	-1	0			0	MCL_466		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120408	1866856	1869136	scaffold_12	-1	0			0	MCL_1468		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_120411	1870009	1873234	scaffold_12	-1	1	EC-5.4.2.2	PHOSPHOGLUCMUT-RXN, RXN-16997, RXN-16998	0	MCL_3019		0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0		
fgenesh1_kg.12_#_120_#_4545_0_CBOZ2611.g1_CBOZ_CBPA	1873818	1874619	scaffold_12	1	0			0	MCL_4320		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_120414	1874871	1876300	scaffold_12	-1	0			0	MCL_8403		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.12.382.1	1876903	1877813	scaffold_12	1	0			0	MCL_6167		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5928_g	1881358	1881849	scaffold_12	-1	0			0	MCL_2835		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5930_g	1889674	1891664	scaffold_12	-1	0			0	MCL_1938		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.13.99.1	5037	7724	scaffold_13	-1	0			0	MCL_243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_130005	8207	15068	scaffold_13	1	0			0	MCL_1883		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130003	15944	17764	scaffold_13	-1	0			0	MCL_1236		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_3	18601	20718	scaffold_13	1	0			0	MCL_3018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5936_g	21976	24823	scaffold_13	1	0			0	MCL_2104		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_130006	24947	28116	scaffold_13	1	0			0	MCL_160		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pm.13_#_5	30064	33176	scaffold_13	-1	1	EC-1.3.3.6, EC-1.3.3.6	RXN-12518, ACYL-COA-OXIDASE-RXN	0	MCL_3244		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_130008	34220	46552	scaffold_13	1	0			0	MCL_2655		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5940_g	47680	48885	scaffold_13	1	0			0	MCL_2018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5941_g	52117	53605	scaffold_13	-1	0			0	MCL_2331		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130006	57255	60935	scaffold_13	1	1	EC-2.3.1.20	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	0	MCL_2970		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	acyltransferase	tailoring
estExt_Genewise1Plus.C_130013	62262	64925	scaffold_13	-1	0			0	MCL_2873		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5944_g	65186	76063	scaffold_13	1	0			0	MCL_2461		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_130010	77777	83037	scaffold_13	1	0			0	MCL_72		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.13_#_2_#_1625_2_CBOZ_CBPA	83498	84494	scaffold_13	-1	0			0	MCL_3099		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1.C_130014	85414	87895	scaffold_13	-1	0			0	MCL_883		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5947_g	89642	96344	scaffold_13	1	0			0	MCL_3063		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_kg.13_#_4_#_3573_0_CBOZ3057.g1_CBOZ_CBPA	96782	97438	scaffold_13	1	0			0	MCL_2851		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130010	97432	98562	scaffold_13	-1	0			0	MCL_3105		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_13	98911	101312	scaffold_13	1	1	EC-3.5.1.89	3.1.1.69-RXN	0	MCL_2839		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_130017	105285	107544	scaffold_13	-1	0			0	MCL_3130		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_15	108794	114749	scaffold_13	1	0			0	MCL_3369		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5953_g	116429	125156	scaffold_13	-1	0			0	MCL_286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5954_g	126399	127775	scaffold_13	1	0			0	MCL_556		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5955_g	128010	130772	scaffold_13	1	0			0	MCL_2448		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5956_g	131452	134539	scaffold_13	1	0			0	MCL_910		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.13.267.1	136580	136936	scaffold_13	1	0			0	MCL_1946		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genemark1.C_130027	139368	145185	scaffold_13	-1	0			0	MCL_158		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.13.357.1	148872	151295	scaffold_13	1	0			0	MCL_41		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Genemark1.5960_g	155312	160552	scaffold_13	1	0			0	MCL_896		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130012	161485	165238	scaffold_13	1	0			0	MCL_2542		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130013	165984	169397	scaffold_13	1	1	EC-3.4.19.9	RXN-3741	0	MCL_1794		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130014	169704	174161	scaffold_13	-1	0			0	MCL_307		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pm.C_130015	174300	177088	scaffold_13	1	0			0	MCL_269		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_23	177167	181057	scaffold_13	-1	0			0	MCL_2701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_130024	181436	183965	scaffold_13	1	0			0	MCL_3108		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_25	183954	185909	scaffold_13	-1	0			0	MCL_3239		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_130034	186450	189754	scaffold_13	1	0			0	MCL_1371		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
e_gw1.13.107.1	194700	198913	scaffold_13	-1	0			0	MCL_1184		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_fgenesh1_pg.C_130028	201071	206000	scaffold_13	1	0			0	MCL_172		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
gw1.13.294.1	207304	207537	scaffold_13	1	0			0	MCL_528		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
estExt_Genewise1Plus.C_130039	210338	211957	scaffold_13	-1	0			1	MCL_324		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fgenesh1_pg.13_#_30	212451	216738	scaffold_13	1	1	EC-2.7.1.82	ETHANOLAMINE-KINASE-RXN	0	MCL_2482	C611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
